MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
MOA02887,HE798853,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Asteranae,Apiales,Araliaceae,Hedera,colchica,forest,Temperate broadleaf & mixed forest,beech forest,temperate,Palearctic,,,,,1400,,Asia,Georgia,Imereti,Borjomi-Kharagauli,41deg56.00'N 43deg25.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02888,HE798854,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Rubus ,sp.,forest,Temperate broadleaf & mixed forest,temperate mixed forest,temperate,Palearctic,,,,,754,,Asia,China,Jilin Province,Changbai mountains,42deg22.00'N 128deg5.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02892,HE798858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,,,shrubland,Subtropical shrubland,fynbos,subtropical,Afrotropic,,,,,319,,Africa,South Africa,Western Cape,Jonkershoek,33deg59.00'S 18deg57.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02893,HE798859,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Asteranae,Solanales,Montiniaceae,Montinia,caryophyllacea,shrubland,Subtropical shrubland,fynbos,subtropical,Afrotropic,,,,,319,,Africa,South Africa,Western Cape,Jonkershoek,33deg59.00'S 18deg57.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02897,HE798863,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Calamagrostis,purpurea,forest,Boreal forest,hemiboreal birch forest,boreal,Palearctic,,,,,80,,Asia,Russia (Asia),Kamchatka Krai,Petropavlovsk,53deg2.00'N 158deg40.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02898,HE798864,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Thalictrum,minus,forest,Boreal forest,hemiboreal birch forest,boreal,Palearctic,,,,,80,,Asia,Russia (Asia),Kamchatka Krai,Petropavlovsk,53deg2.00'N 158deg40.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02899,HE798865,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Calamagrostis,purpurea,forest,Boreal forest,hemiboreal birch forest,boreal,Palearctic,,,,,80,,Asia,Russia (Asia),Kamchatka Krai,Petropavlovsk,53deg2.00'N 158deg40.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02900,HE798866,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Thalictrum,minus,forest,Boreal forest,hemiboreal birch forest,boreal,Palearctic,,,,,80,,Asia,Russia (Asia),Kamchatka Krai,Petropavlovsk,53deg2.00'N 158deg40.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02901,HE798867,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Calamagrostis,purpurea,forest,Boreal forest,boreal larch forest,boreal,Palearctic,,,,,50,,Asia,Russia (Asia),Kamchatka Krai,Kozyrevsk,56deg3.00'N 159deg54.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02902,HE798868,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Asteranae,Dipsacales,Caprifoliaceae,Linnaea,borealis,forest,Boreal forest,boreal larch forest,boreal,Palearctic,,,,,50,,Asia,Russia (Asia),Kamchatka Krai,Kozyrevsk,56deg3.00'N 159deg54.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02903,HE798869,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Asteranae,Dipsacales,Caprifoliaceae,Linnaea,borealis,shrubland,tundra,wooded tundra,polar,Palearctic,,,,,213,,Europe,Finland,Lapland,Kevo,69deg47.00'N 27deg5.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02904,HE798870,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Rosanae,Malvales,Cistaceae,Helianthemum,sp.,shrubland,deserts and xeric shrublands,desert,subtropical,Palearctic,,,,,823,,Asia,Israel,Southern District,Negev Highlands,30deg35.00'N 34deg42.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02905,HE798871,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Plantago,afra,shrubland,deserts and xeric shrublands,desert,subtropical,Palearctic,,,,,823,,Asia,Israel,Southern District,Negev Highlands,30deg35.00'N 34deg42.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02909,HE798875,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Asteranae,Asterales,Asteraceae,Centaurea,jacea,grassland,Temperate seminatural grassland,wooded meadow,temperate,Palearctic,,,,,9,,Europe,Estonia,Lääne County,Laelatu,58deg35.00'N 23deg34.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02910,HE798876,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Plantago,lanceolata,grassland,Temperate seminatural grassland,wooded meadow,temperate,Palearctic,,,,,9,,Europe,Estonia,Lääne County,Laelatu,58deg35.00'N 23deg34.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02911,HE798877,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Prunella,vulgaris,grassland,Temperate seminatural grassland,wooded meadow,temperate,Palearctic,,,,,9,,Europe,Estonia,Lääne County,Laelatu,58deg35.00'N 23deg34.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02912,HE798878,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Sesleria,caerulea,grassland,Temperate seminatural grassland,wooded meadow,temperate,Palearctic,,,,,9,,Europe,Estonia,Lääne County,Laelatu,58deg35.00'N 23deg34.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02913,HE798879,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Asteranae,Asterales,Asteraceae,Centaurea,jacea,grassland,Temperate seminatural grassland,wooded meadow,temperate,Palearctic,,,,,9,,Europe,Estonia,Lääne County,Laelatu,58deg35.00'N 23deg34.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02914,HE798880,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Hepatica,nobilis,grassland,Temperate seminatural grassland,wooded meadow,temperate,Palearctic,,,,,9,,Europe,Estonia,Lääne County,Laelatu,58deg35.00'N 23deg34.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02915,HE798881,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Sesleria,caerulea,grassland,Temperate seminatural grassland,wooded meadow,temperate,Palearctic,,,,,9,,Europe,Estonia,Lääne County,Laelatu,58deg35.00'N 23deg34.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02916,HE798882,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Rubus ,saxatilis,forest,Boreal forest,taiga pine forest,boreal,Palearctic,,,,,60,,Asia,Russia (Asia),Khanty-Mansi Autonomous Okrug,Barsova Gora,61deg15.00'N 73deg9.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02917,HE798883,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Asteranae,Asterales,Asteraceae,Solidago,virgaurea,forest,Boreal forest,taiga pine forest,boreal,Palearctic,,,,,60,,Asia,Russia (Asia),Khanty-Mansi Autonomous Okrug,Barsova Gora,61deg15.00'N 73deg9.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02918,HE798884,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Asteranae,Asterales,Goodeniaceae,Goodenia,geniculata,grassland,Subtropical grasslands & savannas,savannah,subtropical,Australasia,,,,,227,,Oceania,Australia,Victoria,Woohlpooer State Forest,37deg19.00'S 142deg9.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA02919,HE798885,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Asteranae,Asterales,Asteraceae,Leptorhynchos,squamatus,grassland,Subtropical grasslands & savannas,savannah,subtropical,Australasia,,,,,227,,Oceania,Australia,Victoria,Woohlpooer State Forest,37deg19.00'S 142deg9.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA01509,HF566548,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Lilianae,Asparagales,Asparagaceae,Polygonatum,glaberrimum,forest,Temperate broadleaf & mixed forest,beech forest,temperate,Palearctic,,,,,1100,,Asia,Georgia,Imereti,Borjomi-Kharagauli,41deg56.00'N 43deg25.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA01510,HF566549,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Asteranae,Apiales,Araliaceae,Hedera,colchica,forest,Temperate broadleaf & mixed forest,beech forest,temperate,Palearctic,,,,,1400,,Asia,Georgia,Imereti,Borjomi-Kharagauli,41deg56.00'N 43deg25.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA01511,HF566550,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Rubus ,sp.,forest,Temperate broadleaf & mixed forest,temperate mixed forest,temperate,Palearctic,,,,,754,,Asia,China,Jilin Province,Changbai mountains,42deg22.00'N 128deg5.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA01514,HF566553,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,,,shrubland,Subtropical shrubland,fynbos,subtropical,Afrotropic,,,,,319,,Africa,South Africa,Western Cape,Jonkershoek,33deg59.00'S 18deg57.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA01518,HF566557,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Thalictrum,minus,forest,Boreal forest,hemiboreal birch forest,boreal,Palearctic,,,,,80,,Asia,Russia (Asia),Kamchatka Krai,Petropavlovsk,53deg2.00'N 158deg40.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA01519,HF566558,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Calamagrostis,purpurea,forest,Boreal forest,hemiboreal birch forest,boreal,Palearctic,,,,,80,,Asia,Russia (Asia),Kamchatka Krai,Petropavlovsk,53deg2.00'N 158deg40.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA01520,HF566559,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Thalictrum,minus,forest,Boreal forest,hemiboreal birch forest,boreal,Palearctic,,,,,80,,Asia,Russia (Asia),Kamchatka Krai,Petropavlovsk,53deg2.00'N 158deg40.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA01521,HF566560,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Calamagrostis,purpurea,forest,Boreal forest,boreal larch forest,boreal,Palearctic,,,,,50,,Asia,Russia (Asia),Kamchatka Krai,Kozyrevsk,56deg3.00'N 159deg54.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
MOA01522,HF566561,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp.,VTX00113,plant roots,,Magnoliidae,Asteranae,Dipsacales,Caprifoliaceae,Linnaea,borealis,forest,Boreal forest,boreal larch forest,boreal,Palearctic,,,,,50,,Asia,Russia (Asia),Kamchatka Krai,Kozyrevsk,56deg3.00'N 159deg54.00'E,,NS31,AML2,18S rDNA,Sanger,,Mycorrhiza,2013,Global sampling of plant roots expands the described molecular diversity of arbuscular mycorrhizal fungi,"Opik, M.; Zobel, M.; Cantero, J.J.; Davison, J.; Facelli, J.M.; Hiiesalu, I.; Jairus, T.; Kalwij, J.M.; Koorem, K.; Leal, M.E.; Liira, J.; Metsis, M.; Neshataeva, V.; Paal, J.; Phosri, C.; Reier, U.; Thiery, O.; Vasar, M.; Moora, M."
